instrulife_product_number,name,price
INFUUS29,INFUUS STOPPER LL GEEL 100st,10.61
NEUSRI03,NEUSRING VARKENS 100st,3.38
VETRAP02,VETRAP 10cmx4.5m blue 1st,1.94
VETRAP04,VETRAP 10cm X 4.5m ZWART 1st,1.94
VETRAP05,VETRAP 10cm X 4.5m GROEN 1st,1.94
VETRAP06,VETRAP 10cm X 4.5m ROOD 1st,1.94
KETOST00,KETOSTIX 50st,5.29
INFUSI19,INFUSIESET ECOSPIKE ARTHROS NR2 1st,3.88
ELASTO00,ELASTOMULL ONVERPAKT 8cm 20st,10.61
ELASTO13,ELASTOMULL HAFT 4mx10cm 1st,2.91
LEUKOT00,LEUKOTAPE 3.75cmx10m 1st,6.26
DISTIN49,DIST-INJECT SCHORBREKER 1st,1.94
GLIJMI10,GLIJMIDDEL INSTRULIFE 1 LITER,4.35
ANIMAL10,ANIMALINTEX HOEFVORMIG 3st,3.88
HONDEN03,HONDENKR TRANSCOL 25cm 1st ROOD,3.88
MOLIPA01,MOLIPANTS COMFORT LARGE 5st,3.38
HONDEN24,HONDENKR BUSTER CLASSIC MELKWIT 20cm,2.41
HONDEN32,HONDENKR CLIC COL 125cm,1.94
HONDEN98,HONDENKR BUSTER CLASSIC TRANSP 40cm,11.58
ONTSME11,ONTSMETTING ZALFSPRAY/OINTMENT 200ML,6.32
SHEATH00,SHEATHS SPLIT VR INSIMINATIE 50st,2.91
KIRIET10,FLEXIBLE ET 0.25ml - 133mm STRAW 5st,3.41
MONOVE00,MONOVETTE LUER 9 ML SERUM REF02263 50st,14.08
LEUKOC30,LEUKOCLIP REMOVER 1st,10.58
OPSITE10,OPSITE FLEXIFIX 5cmx1m,2.41
CATHET17,CATHETER VET POLYPR 22Gx3 1/2 12st,11.20
PAPIER00,PAPIER INDICATOR MASTITIS 25st,2.41
CATHET32,CATH VYGON VERLENGSLANG 25cm 15MM 1st,3.38
NAALD161,NAALDEN DELVO 21/40 LL 12st,12.70
NAALD321,NAALDEN DELVO 18/40 REC7 12st,4.94
NAALD322,NAALDEN DELVO 20/40 REC7 12st,4.94
NAALD323,NAALDEN DELVO 13/30 REC7 12st,4.94
INKTTA01,INKT TATOUEER GROEN,3.94
EKGPAP02,EKG PAP 410502 1rol,3.94
TAPEDU00,"DUCT TAPE VINYL ZWART 50mm x 50m, 1rol",8.29
INFUSI04,SYRINGE ADAPT SET BAXTER RF EMC9626/1st,3.94
INFUSI06,INFUSIESET BAXTER REF RMC5864 1st,2.44
CLINIS00,CLINISTIX 50st,6.38
WWSPUI28,WWS BRAUN TBC 1ml FINE DOSAGE 100st,11.70
COVERB00,COVERPLAST BARRIER 2.2x7.2cm 100st,9.38
FINGER00,FINGERLINGEN TRICOFIX  50st,15.73
HANSAM05,HANSAMED SOFT 19x72MM 100st,8.32
HYPAFI01,HYPAFIX 10cmx10m,6.41
LEUKOS01,LEUKOSILK 2.5cmx5m 1st OP RING,2.94
DIASHA02,DIAFARM SHAMPOO EXTRA MILD 150ml,3.94
DIASHA04,DIAFARM SHAMPOO 2 IN 1 250ml,3.44
LEBMAA02,LEBMAAG OPERATIE TOEBEHOREN PLASTIEK,4.41
SCHEDE03,SCHEDELINT BUHNER 4mmX5m SCHAAP 1st,5.41
AUTOCL38,AUTOCLAAFZAK 100 X 270MM 100st,4.88
AUTOCL51,AUTOCLAAFROL 5CM X 100M 1st,9.35
HALSKR00,HALSKRAAG BUSTER KAT 10 STUKS,9.82
HANDSC38,HANDSC KRUTEX VINYL GP XL 100st,5.41
HANDSC380,HANDSC KRUTEX VINYL GP M 100st,5.41
HONDEN30,HONDENKR CLIC COL 75cm,1.47
HONDEN92,HONDENKR BUSTER CLASSIC TRANSP 10cm,1.97
MERKSP00,MERKSPRAY PORCIMARK ROOD 400 ML 1st,3.44
MERKSP01,MERKSPRAY PORCIMARK GROEN 400 ML 1st,3.44
MERKSP02,MERKSPRAY PORCIMARK BLAUW 400 ML 1st,3.44
PADDIN01,POULTICE PADDING WATTE 45CM 500GR 1st,6.91
SPALKP01,SPALK KRUUSE PLASTIEK SPLINT SMALL,2.47
SPALKQ01,SPALK QUICK SPLINT BUSTER VOORP SMALL 1P,19.23
SPUITA00,SPUIT AFSLUITDOP 100st,8.79
STAART00,STAARTBESCHERMER HOND SMALL,1.97
STAART01,STAARTBESCHERMER HOND MEDIUM,1.97
STAART02,STAARTBESCHERMER HOND LARGE,1.97
KIPIPE42,KI-PIPET SOEP+CATH STER MINITUB 75CM1st,2.94
MEFIX000,MEFIX 10mx10cm SPARADRAP,4.41
JELLYO01,STERILE PRIORITY CARE JELLY IMV 1pc,7.32
ALCOHO20,ALCOHOLGEL HIBI HYDRO 100ml 1st,1.97
DIABUR00,DIABUR TEST 5000 50str,9.38
KISPAT00,KI ROERSPATEL PLASTIEK 12CM 500st,6.38
MONOVE02,MONOVETTE LUER 9 ML LI-HEP REF02265 50st,15.32
DRAAGG05,DRAAGGLAASJES BESCHRIJFB RF B4 0301 50st,2.44
SWABS000,SWABS VR DUIVEN STERIEL 100st,14.70
REMOVE20,REMOVE 50 WIPES,8.35
SKINPR00,SKIN PREP 50 WIPES,8.35
CELLON52,CELLONA XTRA 15cm 1st,2.47
IDEALB03,IDEALBINDE 10cmx5m CELLO 1st,5.41
LENKEL02,LENKELAST 10cmx5m 1st,2.94
STELLA72,STELLASTIC VISCOSE 7cmx4m 50st IN VRAK,12.73
SUPRAS10,SUPRASORB G GELVERBAND 5X7.5cm 5st,8.35
ADHERE00,ADHERE 20ml 1st,15.76
NAALD049,NAALDEN DELVO 15/18 LL 12st,7.47
NAALD104,NAALDEN DELVO 12/30 LL 12st,5.47
HANDSC53,HANDSC POLYSEM VINYL N-GEP L 100st,6.97
TANGHU20,TANG HUIDHECHT PRECISE MS 15,10.50
TAPEAU00,TAPE AUTOCLAAF 1.9cmx55 M 1st,6.00
INFUSI14,INFUSIESET BAXTER REF RMC5869 1st,1.00
DIASTI00,DIASTIX 50st,4.97
WWNAAL37,WWN BRAUN STERICAN 27Gx1/2GRIJS 100st,5.00
WWNAAL88,WWN BRAUN 23Gx3 1/8 100st,8.00
WWNAAL92,WWN BRAUN 23Gx2 2/5=2 3/8 0.6x60mm 100st,4.97
WWSPUI05,WWS BRAUN OMNIFIX 2ML LUER 100st,4.47
CUTIME10,CUTIMED ACUTE 125ml 3%,8.44
CUTIME11,CUTIMED ACUTE 125ml 5%,8.44
CUTIME12,CUTIMED ACUTE 125ml 10%,8.44
ELASTO12,ELASTOMULL HAFT 4mx8cm 1st,2.50
TENSOP05,TENSOPLAST SPORT 6cmx2.5m 1st,7.00
TRICOF00,TRICOFIX A VINGERBUISVERBAND 15cmx20m,5.44
POLIER00,POLIERPASTA 340 GRAM,8.41
WWSPUI07,WWS BD 20ML 2-DELIG 80st,11.44
HEMACO00,HEMA-COMBISTIX 50st,17.82
CATHET982,CATHET ADAPTOR MALE LL 20-40FG,4.47
DIASHA03,DIAFARM SHAMPOO HONDEN 250ml,3.47
DIAURO01,DIAFARM UROLSYN PASTA VR KATTEN 50gr,2.50
CATHET301,CATH IV INTRAFLON 16Gx16mm GRIJS 1st,3.00
CATHET34,CATH IV INTRAFLON 14Gx80mm 2.1mmORAN 1st,3.00
SCHEDE01,SCHEDELINT BUHNER GENIA2.5mmx5mSCHAAP1st,4.97
MOLIME02,MOLIMED MINI 14st,2.50
MOLIME05,MOLIMED COMFORT MIDI 28st,3.97
BEKKEN10,BEKKEN NIERVORMIG KARTON 23cm 110st,8.50
HONDEN51,HONDENSCHOEN MIKKY NR 1,4.00
ADHESI00,ADHESIVE SPRAY 150ML KRUUSE,7.50
CANULE18,CANULE SPEENSTIFTEN SILICONE STERIL20st,14.53
CANULE30,CANULE TEPEL BOVIVET 5cm 10st,3.00
HALSKR01,HALSKRAAG MOON COLLAR SMALL,12.38
HOEFZA10,HOEFZAK PAARD LARGE,17.35
HOEFZA11,HOEFZAK PAARD MEDIUM,17.35
HOEFZA12,HOEFZAK PAARD SMALL,17.35
HONDEN70,HONDENKR CLIC COLLAR RIEM S TOT 10cm,3.47
HONDEN71,HONDENKR CLIC COLLAR RIEM M TOT 15cm,3.47
HONDEN72,HONDENKR CLIC COLLAR RIEM L TOT 30cm,3.47
VETFLE20,VETFLEX 7.5cm X 4.5m 10rln GROEN,20.91
VETFLE21,VETFLEX 7.5cm X 4.5m 10rln WIT,20.91
VETFLE30,VETFLEX 10cm X 4.5m 10rln WIT,21.88
VETFLE31,VETFLEX 10cm X 4.5m 10rln ROOD,21.88
VETFLE32,VETFLEX 10cm X 4.5m 10rln BLAUW,21.88
VETFLE33,VETFLEX 10cm X 4.5m 10rln GROEN,21.88
VETFLE34,VETFLEX 10cm X 4.5m 10rln GEEL,21.88
VETFLE35,VETFLEX 10cm X 4.5m 10rln ZWART,21.88
KIPIPE14,KI-PIPET PAARD MINITUB 75cm - 5st,3.50
VACUET00,VACUETTE 4.5ML K3 EDTA 50st,5.97
MONDMA09,MONDMASKER SPECIAL RF658010 50st,10.50
TAPETE01,TAPE TEXTIEL PE COAT GRIJS 50mmx50m,14.47
ACCUCH08,ACCU-CHEK AVIVA 25str,20.91
COMBUR05,COMBUR 3 TEST 50st,11.44
COMBUR07,COMBUR 3 TEST E 50st,11.44
DEKGLA01,DEKGLAASJES 20x20MM 100st,1.50
MELOLI01,MELOLIN 5x5cm 100st,10.50
PRIMAP11,PRIMAPORE 8.3cmx6cm 50st,18.82
HANDSC66,HANDSCHOEN TERUGLOVE SMALL 100st,6.44
HANDSC67,HANDSCHOEN TERUGLOVE MED 100st,6.44
HANDSC68,HANDSCHOEN TERUGLOVE LARGE 100ST,6.44
NOVOFI00,NOVOFINE LANCETTEN 30Gx8MM 100st,18.85
WWNAAL100,WWN TERUMO 19Gx2 1.10x50MM IVOOR 100st,2.50
WWNAAL38,WWN TERUMO 21Gx1 1/2 SB 100st GROEN,2.50
WWNAAL58,WWN TERUMO 18Gx1 1/2 1.2x40mm SB 100st,2.50
WWNAAL60,WWN TERUMO 18Gx1 1/2 1.2x40MM ROZE 100st,2.50
WWNAAL61,WWN TERUMO 18Gx2 1.20x50MM ROZE 100st,2.50
WWNAAL62,WWN TERUMO 19Gx1 1.0x25MM IVOOR 100st,2.50
WWNAAL63,WWN TERUMO 19Gx11/2 1.10x40MM IVOOR 100s,2.50
WWNAAL64,WWN TERUMO 20Gx1 0.90x25MM GEEL 100st,2.50
WWNAAL65,WWN TERUMO 20Gx11/2 0.90x40MM GEEL 100st,2.50
WWNAAL66,WWN TERUMO 20Gx2 0.90x50MM GEEL 100st,2.50
WWNAAL67,WWN TERUMO 20Gx23/4 0.90x70MM GEEL 100st,2.50
WWNAAL68,WWN TERUMO 21Gx5/8 0.80x16MM GROEN 100st,2.50
WWNAAL69,WWN TERUMO 21Gx1 0.80x25MM GROEN 100st,2.50
WWNAAL70,WWN TERUMO 21Gx11/2 0.80x40MM GROEN,2.50
WWNAAL71,WWN TERUMO 21Gx2 0.80x50MM GROEN 100st,2.50
WWNAAL72,WWN TERUMO 22Gx11/4 0.70x30MM ZWART100st,2.50
WWNAAL73,WWN TERUMO 22Gx11/2 0.70x40MM ZWART100st,2.50
WWNAAL74,WWN TERUMO 22Gx2 0.70x50MM ZWART 100st,2.50
WWNAAL75,WWN TERUMO 23Gx1 0.60x25MM BLAUW 100st,2.50
WWNAAL76,WWN TERUMO 23Gx11/4 0.60x30MM BLAUW100st,2.50
WWNAAL77,WWN TERUMO 24Gx1 0.55x25MM VIOLET 100st,2.50
WWNAAL78,WWN TERUMO 25Gx5/8 0.50x16MM ORANJE100st,2.50
WWNAAL79,WWN TERUMO 25Gx1 0.50x25MM ORANJE 100st,2.50
WWNAAL80,WWN TERUM0 26Gx7/8 0.45x23MM BEIGE 100st,2.50
WWNAAL81,WWN TERUMO 26Gx1/2 0.45x12MM BRUIN 100st,2.50
WWNAAL82,WWN TERUMO 27Gx5/8 0.40x16MM GRIJS 100st,2.50
WWNAAL83,WWN TERUMO 27Gx3/4 0.40x20MM GRIJS 100st,2.50
WWNAAL84,WWN TERUMO 27Gx1 3/8 DENTAL 100st,9.47
WWNAAL93,WWN TERUMO 27Gx1 3/16 0.40x21DENTAL100st,9.47
WWSPUI59,"WWS INSULINE 1ML 100 UNITS, 100st",9.47
WWSPUI83,WWS TERUMO 5 ML LUER 100ST,6.00
TANGHU01,TANG HUIDHECHT PREM EXTRACT REMOVER 1st,11.38
WWNAAL41,WWN MONOJECT 16Gx1 GRIJS 1.6x25mm 100st,12.44
WWNAAL42,WWN MONOJECT 16GX11/2 GRIJS 16x40mm100st,12.44
CANULE301,CANULE ENDOTRACH TUBE LC 5mm,6.44
CANULE302,CANULE ENDOTRACH TUBE LC 5.5mm,6.44
CANULE303,CANULE ENDOTRACH TUBE LC 6mm,6.44
CANULE304,CANULE ENDOTRACH TUBE LC 6.5mm,6.44
CANULE305,CANULE ENDOTRACH TUBE LC 7mm,6.44
CANULE306,CANULE ENDOTRACH TUBE LC 7.5mm,6.44
CANULE307,CANULE ENDOTRACH TUBE LC 8mm,6.44
CANULE308,CANULE ENDOTRACH TUBE LC 8.5mm,6.44
CANULE309,CANULE ENDOTRACH TUBE LC 9mm,6.44
CANULE310,CANULE ENDOTRACH TUBE LC 9.5mm,6.44
CANULE311,CANULE ENDOTRACH TUBE LC 10mm,6.44
CANULE20,CANULE TEPEL JORGENSEN 2cm 100st,7.00
DRAADZ20,DRAADZAAG HAUPTNER,16.82
HONDEN40,HONDENKRSTAR NR 1,2.97
LEBMAA00,LEBMAAG-FIXATIESET PLASTIEK 2st,9.41
KNEUKE10,"KNEUKELVERBAND ELAST 3,8 X 7,5CM 50st",5.94
HAAKJE10,MICHELHAAKJE 7.5x1.8mm,3.56
HAAKJE11,MICHELHAAKJE 16mm,3.56
HAAKJE12,MICHELHAAKJE 18x3mm,3.56
HAAKJE13,MICHELHAAKJE 20mm,3.56
HAAKJE14,MICHELHAAKJE 22mm,3.56
HAAKJE15,MICHELHAAKJE 14mm,3.56
TAPETE00,TAPE TESA TEXTIEL WIT 19mm X 50M 1st,7.09
HANDSC19,HANDSC ULMAX LATEX NP N ST L 100ST,6.06
HANDSC402,HANDSC P-M ONDERZOEK 100st,3.03
HANDSC404,HANDSC TAST DISPO TEX 24x91cm 100st,6.06
WWNAAL53,WWN GENIA 14G x 1 1/4 100st,14.65
SILICO10,SILICONE SPRAY 500 ML,7.12
EKGCAR25,EKG PAP 410451 1rol,3.03
HANDSC163,HANDSC KC NITRIL NT-ST N-GP L 200stGRIJS,11.68
HANDSC164,HANDSC KC NITRIL N-GP N-ST M GRIJS 200st,11.68
HANDSC165,HANDSC KC NITRIL NT-ST N-GP S 200stGRIJS,11.68
DANINJ00,DAN-INJECT CO2 PATROON 45GR 1st,11.12
TANGHU19,TANG HUIDHECHT PRECISE MS-5,9.65
TAPEGA01,TAPE VR GASSTERILISATIE 3M 1st GROEN,9.59
TEGADE14,TEGADERM+PAD 9x15cm 25st,30.98
VETBON00,VETBOND CHIRURGISCHE HUIDLIJM 3ML,16.65
INFUSI01,INFUSIESET BAXTER184cm PERFUS+YPOORT10st,10.15
GLUCOM01,GLUCOMETER MINILET 200LANCET V GLUCOLET2,27.86
VASOFI00,VASOFIX 22Gx1' BLAUW 10st,12.68
VASOFI01,VASOFIX 18Gx1 3/4' GROEN 10st,12.68
VASOFI02,VASOFIX 20Gx1 1/4' ROZE 10st,12.68
WWSPUI11,WWS INJEKT LUER 5ml 100st,7.62
TOPREM01,TORK PREM CLOTH510 COMBI ROLL 1RL,37.14
ARMVER00,ARMVERBAND ACTIMOVE COMFORT SLING MED,15.74
COVERE02,COVERPLAST ELASTIC 8cmx5m,12.56
COVERM00,COVERMED WIT 4cmx5m,6.56
EXTENS00,EXTENSOPLAST 8cm X 3.7m 1st,9.62
HANSAP25,HANSAPLAST UNIV 19x72MM 100st,5.56
HYPAFI03,HYPAFIX 20cmx10m,11.65
JERSEY01,JERSEY KATOEN 5cmx25m,13.59
LEUKOM13,LEUKOMED STERIEL 8x15cm 50st,16.68
SPALKV02,SPALK VINGER ALUMINIUM 2.5x500MM 1st,3.53
TENSOP03,TENSOPLAST 10cmx4.5m 1st,10.53
TENSOP21,TENSOPLUS 10cmx3m WIT 1ROL,11.68
TRICOD25,TRICODUR SOFTGRIP G 12cmx10m,26.92
WWSPUI04,WWS BD 5 ML LUER 100st,9.09
MULTIS00,MULTISTIX 5 50st,22.68
URISTI00,URISTIX 50st,11.15
ADAPTO00,ADAPTOR FEMAL LUER LOCK 10-20FG,4.56
CATHET986,"CATH ENDOSC 172CM LUER 1mmID, 1,8mmOD",24.74
WATTEG00,WATTE GAMGEE 30cm  500GR,7.03
BIONET00,BIONET DETERGENT POEDER 900GR,13.21
FIXEER00,FIXEERVLOEISTOF AGFA G354 1 L,5.53
RXFILM42,RX-FILM TUSSENLEGPPR 18x24cm 1000st,10.53
ANALYS42,BLOEDBUISJES LITHIUM-HEPARINE 1ML 100st,9.53
ANALYS43,BLOEDBUISJES EDTA 1ML RODE DOP 100st,8.09
FASOL000,FASOL 1L,12.65
HONDEN28,HONDENKR BUSTER CLASSIC MELKWIT 35cm,8.53
HONDEN38,HONDENKR CLIC COL 40cm,10.09
HONDEN39,HONDENKR CLIC COL 35cm,9.15
HONDEN59,HONDENSOK BUSTER ES 4.5cm 2st,9.12
HONDEN99,HONDENKR BUSTER CLASSIC TRANSP 35cm,9.15
WWNAAL10,WWN BOV 14Gx1 1/2 PLASTIEK LUER 100st,19.12
WWSCHO08,"WWSCHORT STERIEL 140CM, 25ST",31.02
DRAADZ25,DRAADZAAG GIGLI VOOR KIEZEN HONDEN 30cm,2.03
COMPRE78,COMPRES NIET-STER 10x10 12L RX 100st,6.06
WWSCHO14,WW SCHORT KLINION PE WIT 125CM 100st,6.03
COMPRE91,COMPRES STER TENDRA 10x10cm 8L 30x5st,9.09
SCHOEN00,SCHOENOVERTREK BLAUW NT-STERIEL 100st,5.03
COLDHO10,COLDPACK INSTANT 10ST,9.09
HANDSC107,HANDSC AURELIA VINYL NT-ST GP L 100st,3.03
HANDSC115,HANDSC AURELIA NITRIL NT-ST XL 100st,6.06
KIRIET12,KI-RIETJES KIP PED70mmROD 1EXTR 1000st,9.09
FREELI03,FREELIFE PAPIERWAREN MAXI 7-18 50st,14.74
HANDSC46,HANDSC POLYSEM ORANJE 100st,12.68
COAGUC05,COAGUCHEK SOFTCLIX XL 50 LANCETS,6.56
COMBUR10,COMBUR 4 TEST N 50st,15.71
COMBUR15,COMBUR 5 TEST 100st,29.92
SOFTCL09,SOFTCLIX II 25 LANCETTEN ACCU-CHEK,3.03
KIBUIS00,KI BUISJES 13 CC WITTE SCHROEFDOP 500st,33.15
KIBUIS01,KI BUISJES 13cc+BLAUWE SCHROEFDOP 500st,33.15
KIBUIS02,KI BUISJES 13CC GELE SCHROEFDOP 500st,33.15
KIBUIS03,KI BUISJES 13CC RODE SCHROEFDOP 500st,33.15
KITRAN00,KI TRANSFER PIPET 1ML 750st,46.39
AUTOCL67,AUTOCLAAF PRINTROL VR MELAPRINT42 5st,12.12
SLIPPE00,PATIENTENSLIPPERS WIT 24 PAAR,14.62
BACTIG00,BACTIGRAS 5x5cm 50st,18.30
CUTIPL00,CUTIPLAST STERIEL 15X8CM 50st,20.62
CAMBRI12,CAMBRIC L ONVERPAKT 10cm 50st,17.65
CELLON51,CELLONA XTRA 10cm 1st,2.03
COMPRE18,COMPRES STERIEL 10x20CM RX 12L 15x5st,22.77
COMPRE42,COMPRES STERIEL 7.5X7.5CM 55X5 8L,13.62
GAZINC03,COMPRES GAZIN 10x20 NST 12PL 100 ST,18.65
GAZINC04,COMPRES GAZIN 10x10cm RX NST 16PL 100st,10.06
GAZINC05,COMPRES GAZIN 10x10 NST 12PL 100ST,10.53
HAFTEL00,HAFTELAST 4cmx4m 20st,30.02
HALSKR30,HALSKR-ZWACHTEL CERVIDUR 6cmx18m,10.09
HYDROB02,HYDROBAND S 12CM X 20 1ROL,16.77
PROOPH00,PRO-OPHTA NIET-STERIEL 500 STAVEN,27.92
PROOPH10,PRO-OPHTA OOGKOMPRES NS 5x75cm 50st,14.74
SHOECA02,SHOECAST 1 RECHTS 36-38 1st,13.21
SHOECA03,SHOECAST 2 RECHTS 39-42 1st,13.21
SHOECA06,SHOECAST 1 LINKS 36-38 1st,13.21
SHOECA07,SHOECAST 2 LINKS 39-42 1st,13.21
SUPRAS11,SUPRASORB G GELVERBAND 10X10cm 5st,17.80
WIEKGA05,WIEK GAAS STERIEL 1cm X 5m LOHMANN R,3.53
WWSPUI31,WWS TERUMO 2D 2ML 100 STUKS,3.03
WWSPUI33,WWS TERUMO 2D 10 ML 100 STUKS,6.06
CURAGE00,CURAGEL 10x10cm 25st,48.23
CURASO00,CURASORB 10x20cm 5st,15.21
ECHO0005,ECHO PAPIER ALOKA SONY UPP-110HD 1st,19.83
SURMAR00,SURGICAL MARKERS161-R FINE TIP+LAT 25st,45.23
WWNAAL44,WWN MONOJECT 14Gx1 BRUIN 2.0x25mm 100st,14.06
WWSPUI10,WWS TYCO 3CC+23Gx1.25MM 100st,22.77
VERBAN65,VERBAND TEER 5cmx25m VR HOEFVERZORGING,7.53
VETLIT00,VET-LITE 5cmx1.8m,6.06
CATHET08,CATHET MINI-KIT PERIDURALE ANEST 1st,29.92
CATHET38,CATHET LEADER ARTERIEL 18Gx10cm 1st,24.89
REDOPA00,RED-O-PACK AFZUIGSYSTEEM 1st,11.12
HANDSC150,HANDSC N-DEX NITRIL NT-STER L 100st,16.77
HANDSC151,HANDSC N-DEX NITRIL NT-STER MED 100st,16.77
HANDSC152,HANDSC N-DEX NITRIL NT-ST XL 100st,16.77
HANDSC153,HANDSC N-DEX NITRIL NT-ST S 100st,16.77
RX000045,250 PAPIERTJES RX 35X43,28.82
WWNAAL54,2.0x60MM METAL HUB LL 100st,27.61
DANINJ01,DAN-INJECT CO2 PATRONEN 16GR 10st,20.61
TELINJ03,TEL-INJECT NAALD AFSLUITING 50st,8.18
COBAN000,COBAN 5cmx4.5m HUIDKLEUR 36rln,73.83
COBAN002,COBAN 10cmx45m HUIDKLEUR 18rln,73.83
COBAN003,COBAN 2.5cmx4.5m HUIDKLEUR 30rln,32.82
COBAN010,COBAN 7.5cmx4.5m RAINBOW 12rln,32.82
DURAPO00,DURAPORE 1.25 CM x 9.15 M 24 st IN VRAK,23.52
DURAPO01,DURAPORE 2.5 CM x 9.15 M 12st IN VRAK,23.52
MICROP10,MICROPORE 2.5cmx9.14m 12st IN VRAK,11.21
MICROP20,MICROPORE 1.25cmx9.14m 24st IN VRAK,11.21
MICROP21,MICROPORE 5.0cmx9.14m 6st IN VRAK,11.21
SCOTHC22,SCOTCHCAST LONGUETTE 7.5cmx20cm 10st,59.32
STERIS12,STERISTRIPS 12x102MM 50x6st,62.47
STERIS13,STERISTRIPS 25X125MM 25X4st,62.47
STOCKI02,STOCKINETTE MS02 POLYESTER 5cmx23m 1st,24.55
TEGADE22,TEGADERM ROLL 15cmx10m,40.77
THERMO51,THERMOSTRIP 30x8cmx1.6mm 1st,11.71
TRANSP00,TRANSPORE 1.25cmx9.14m 24st IN VRAK,21.45
TRANSP01,TRANSPORE 2.5cmx9.14m 12st IN VRAK,21.45
TRANSP02,TRANSPORE 5cmx9.14m 6st IN VRAK,21.45
VETRAP00,VETRAP 5cmx4.5m 1st,2.06
AIRLOC01,AIRLOC LINKS ZWART,41.29
VASOCA12,VASOCAN IN-STOPPER+DOORSTEEK GEEL 100st,19.61
WWNAAL17,WWN BRAUN SPINOCAN 20Gx3 25st,41.29
WWNAAL18,WWN BRAUN SPINOCAN 22Gx3 25st,41.29
WWNAAL85,WWN BRAUN 22Gx11/2 100st,4.09
VACUTA00,VACUTAINER BD 23G X 3/4 06x19mm 50st,72.74
PEDAAL12,PEDAALEMMERZAK 30L 63x70cm TRANSP 1000st,42.06
POETSR10,POETSROL WYPALL 188vln 1L 12rln KC,21.48
TORKME09,TORK UNIVERSAL MEDIROLL 39cmx50m 8rln 1L,41.18
TOSOAP10,TORK PREMIUM SOAP MINI MILD 8x475ML,35.17
TOSOAP21,TORK PREMIUM SOAP L NON PERFUMATED 6x1L,45.09
TOSOAP22,TORK PREMIUM SOAP L MILD 6x1L,45.09
TOTPFO20,TORK PREMIUM TP FOLDED SOFT 30x252vln,48.30
TOWIFL40,TORK ADV WIPER 440 BLUE ROLL 255mx37cm,55.20
VUILBA01,TORK BIN LINER 50LVUILNISZAKKEN 10x25ZAK,60.35
ZAKHYG00,ZAKJES DAMESVERBAND 500st,10.21
ARTIST00,ARTISTEP EXTRA SMALL 31-34 1st,16.42
ARTIST01,ARTISTEP SMALL 35-38 1st,16.42
ARTIST02,ARTISTEP MEDIUM 39-41 1st,16.42
ARTIST03,ARTISTEP LARGE 42-43 1st,16.42
ARTIST04,ARTISTEP EXTRA LARGE 44-47 1st,16.42
ARTIST10,ARTISTEP PEDIATRIE 25-30 1st,16.42
COVERC00,COVERPLAST CLASSIC 6x5m,13.39
COVERD00,COVERPLAST DETECTABLE 2.2x7.2cm 100st,22.17
COVERM01,COVERMED WIT 6cmx5m,8.18
EASIFI03,"EASIFIX COHESIVE 10CM X 4M, 10st",33.79
ELASTF00,ELASTOFIX A 25M,17.30
ELASTF01,ELASTOFIX B 25M,29.73
HANSAM01,HANSAPLAST SOFT 4cmx5m,7.15
HANSAP24,HANSAPL UNIVERSEEL DIA 23MM 250st,8.65
HYPAFI00,HYPAFIX 5cmx10m,4.12
HYPAFI04,HYPAFIX 30cmx10m,19.08
JERSEY02,JERSEY KATOEN 7cmx25m,19.08
JERSEY03,JERSEY KATOEN 10cmx25m,24.79
LEUKOF01,LEUKOFIX 2.5cm 12st IN VRAK,18.55
LEUKOF02,LEUKOFIX 5cm 6st IN VRAK,18.55
LEUKOP00,LEUKOPLAST 1.25cmx5m 1st OP RING,2.06
LEUKOP10,LEUKOPLAST 1.25cm 24st IN VRAK,27.64
LEUKOS11,LEUKOSILK 2.5cm 12st IN VRAK,23.45
OPTIPL10,OPTIPLASTE 5cmx4.5m 12st,45.27
SOFFBA03,SOFFBAN 15cmx2.7m 12st,16.36
SOFFBA04,SOFFBAN 20cmx2.7m 6st,10.27
STRAPP00,STRAPPAL S 2.5cmx10m 8rln,27.85
STRAPP10,STRAPPAL S 4cmx10m  5rln,23.23
TRICOD28,TRICODUR SOFTGRIP L 32.5cmx10m,55.42
TRICOF04,TRICOFIX E 6-8cmx20m,10.18
TRICOF05,TRICOFIX F 7-10cmx20m,11.86
SILAIR00,SIL-AIR COMPRESSOR OLIE 500ML,11.27
QC14150-20T,QUICK-CORE BIOPSY NEEDLE QC14150-20T,58.64
QC14200-20T,QUICK-CORE BIOPSY NEEDLES QC14200-20T,58.64
QC1490-20T,QUICK-CORE BIOPSY NEEDLES QC1490-20T,58.64
QC16150-20T,QUICK-CORE BIOPSY NEEDLES QC16150-20T,58.64
QC16200-20T,QUICK-CORE BIOPSY NEEDLES QC16200-20T,58.64
QC1890-20T,QUICK-CORE BIOPSY NEEDLES QC 1890-20T,58.64
MULTIS20,MULTISTIX 10 SG 100st,58.64
MULTIS30,N-MULTISTIX SG 100st,54.45
DIAKAN00,DIAFARM KANAVIT 4000 TABS PER EMMER,45.38
DISTIN43,DIST-INJECT KOGEL REF2014 ROOD 20st,8.18
DISTIN48,DIST-INJECT KOGEL REF 2012 BLAUW 20st,8.18
MINIJE34,MINI-JECT CAPSULES CO2 16GR 10st,22.42
OTPROL00,OTP ROL AMERIKAANS 2L 48cmx38m 16rln,44.12
OTPROL02,OTP ROL WIT 2L 50cmx75m 9rln,41.18
ELMACL00,ELMA CLEAN 55D 1 LITER,34.79
